Task Description,Category,Skill,ID recurso asignado,éxito estimado
Assign tasks to team members,project management,kanban,37,38.58
Track project progress,project management,scrum,88,6.28
Track project progress,project management,kanban,262,38.58
Manage Agile workflows,project management,jira,286,10.91
Track project progress,project management,microsoft project,170,21.41
Assign tasks to team members,project management,trello,49,22.32
Assign tasks to team members,project management,kanban,93,38.9
Facilitate daily standup meetings,project management,trello,58,31.56
Manage Agile workflows,project management,trello,84,5.88
Assign tasks to team members,project management,jira,181,42.14
Plan project sprints,project management,kanban,267,47.25
Assign tasks to team members,project management,jira,80,29.38
Coordinate with team using Jira,project management,trello,109,36.41
Assign tasks to team members,project management,microsoft project,140,16.06
Facilitate daily standup meetings,project management,version control,225,15.75
Plan project sprints,project management,version control,1,31.62
Coordinate with team using Jira,project management,jira,213,21.8
Plan project sprints,project management,jira,20,26.95
Manage Agile workflows,project management,scrum,82,30.83
Coordinate with team using Jira,project management,trello,160,9.19
Coordinate with team using Jira,project management,agile,105,16.77
Manage Agile workflows,project management,scrum,132,38.48
Monitor project progress,project management,Trello,277,23.98
Facilitate team communication,project management,Slack,32,35.94
Manage Agile workflows,project management,jira,148,25.54
Define project scope and deliverables,project management,JIRA,9,17.42
Track project progress,project management,collaboration tools,161,33.25
Manage Agile workflows,project management,agile,52,37.06
Risk assessment and management,project management,RiskMatrix,177,35.78
Facilitate daily standup meetings,project management,kanban,249,21.28
Assign tasks to team members,project management,microsoft project,222,13.34
Coordinate with team using Jira,project management,version control,241,29.01
Track project progress,project management,agile,293,36.69
Coordinate with team using Jira,project management,scrum,210,31.23
Plan project sprints,project management,collaboration tools,261,31.19
Assign tasks to team members,project management,version control,13,26.23
Manage Agile workflows,project management,trello,97,14.69
Track project progress,project management,scrum,275,22.02
Track project progress,project management,collaboration tools,22,19.8
Manage Agile workflows,project management,agile,285,25.99
Plan project sprints,project management,trello,206,45.48
Coordinate with team using Jira,project management,scrum,167,17.74
Facilitate daily standup meetings,project management,jira,116,32.91
Track project progress,project management,scrum,148,25.54
Coordinate with team using Jira,project management,kanban,69,7.6
Manage Agile workflows,project management,jira,247,15.83
Track project progress,project management,agile,259,35.67
Plan project sprints,project management,agile,208,50.89
Manage Agile workflows,project management,version control,54,23.04
Track project progress,project management,kanban,267,47.25
Coordinate with team using Jira,project management,agile,137,29.42
Manage Agile workflows,project management,scrum,14,23.87
Facilitate daily standup meetings,project management,agile,241,29.01
Coordinate with team using Jira,project management,collaboration tools,64,5.61
Plan project sprints,project management,version control,263,24.36
Assign tasks to team members,project management,version control,85,44.43
Facilitate daily standup meetings,project management,collaboration tools,73,20.12
Coordinate with team using Jira,project management,version control,174,32.16
Plan project sprints,project management,agile,253,24.56
Manage Agile workflows,project management,trello,243,11.43
Facilitate daily standup meetings,project management,agile,255,42.26
Coordinate with team using Jira,project management,microsoft project,178,38.54
Track project progress,project management,jira,36,44.76
Assign tasks to team members,project management,trello,290,28.42
Manage Agile workflows,project management,scrum,28,14.31
Assign tasks to team members,project management,jira,204,36.95
Manage Agile workflows,project management,collaboration tools,133,35.47
Track project progress,project management,kanban,29,36.42
Plan project sprints,project management,collaboration tools,81,45.49
Manage Agile workflows,project management,kanban,10,27.07
Manage Agile workflows,project management,jira,42,33.39
Plan project sprints,project management,collaboration tools,248,21.86
Coordinate with team using Jira,project management,microsoft project,224,28.64
Coordinate with team using Jira,project management,kanban,42,33.39
Manage Agile workflows,project management,scrum,74,50.76
Manage Agile workflows,project management,microsoft project,162,48.43
Manage Agile workflows,project management,agile,166,27.07
Facilitate daily standup meetings,project management,collaboration tools,198,26.39
